"Race","Age.Group","Year.of.diagnosis","Sex","Count"
"Other","35-39 years","1984-1986","Male and female",10
"Other","35-39 years","1984-1986","Male",6
"Other","35-39 years","1984-1986","Female",4
"Other","35-39 years","1984-1986","Male and female",4
"Other","35-39 years","1984-1986","Male",2
"Other","35-39 years","1984-1986","Female",2
"Other","35-39 years","1984-1986","Male and female",5
"Other","35-39 years","1984-1986","Male",4
"Other","35-39 years","1984-1986","Female",1
"Other","35-39 years","1987-1989","Male and female",4
"Other","35-39 years","1987-1989","Male",2
"Other","35-39 years","1987-1989","Female",2
"Other","35-39 years","1987-1989","Male and female",5
"Other","35-39 years","1987-1989","Male",3
"Other","35-39 years","1987-1989","Female",2
"Other","35-39 years","1987-1989","Male and female",5
"Other","35-39 years","1987-1989","Male",3
"Other","35-39 years","1987-1989","Female",2
"Other","35-39 years","1990-1992","Male and female",5
"Other","35-39 years","1990-1992","Male",3
"Other","35-39 years","1990-1992","Female",2
"Other","35-39 years","1990-1992","Male and female",5
"Other","35-39 years","1990-1992","Male",4
"Other","35-39 years","1990-1992","Female",1
"Other","35-39 years","1990-1992","Male and female",6
"Other","35-39 years","1990-1992","Male",4
"Other","35-39 years","1990-1992","Female",2
"Other","35-39 years","1993-1995","Male and female",4
"Other","35-39 years","1993-1995","Male",3
"Other","35-39 years","1993-1995","Female",1
"Other","35-39 years","1993-1995","Male and female",10
"Other","35-39 years","1993-1995","Male",6
"Other","35-39 years","1993-1995","Female",4
"Other","35-39 years","1993-1995","Male and female",6
"Other","35-39 years","1993-1995","Male",4
"Other","35-39 years","1993-1995","Female",2
"Other","35-39 years","1996-1998","Male and female",8
"Other","35-39 years","1996-1998","Male",3
"Other","35-39 years","1996-1998","Female",5
"Other","35-39 years","1996-1998","Male and female",5
"Other","35-39 years","1996-1998","Male",2
"Other","35-39 years","1996-1998","Female",3
"Other","35-39 years","1996-1998","Male and female",7
"Other","35-39 years","1996-1998","Male",4
"Other","35-39 years","1996-1998","Female",3
"Other","35-39 years","1999-2001","Male and female",10
"Other","35-39 years","1999-2001","Male",7
"Other","35-39 years","1999-2001","Female",3
"Other","35-39 years","1999-2001","Male and female",11
"Other","35-39 years","1999-2001","Male",7
"Other","35-39 years","1999-2001","Female",4
"Other","35-39 years","1999-2001","Male and female",9
"Other","35-39 years","1999-2001","Male",7
"Other","35-39 years","1999-2001","Female",2
"Other","35-39 years","2002-2004","Male and female",8
"Other","35-39 years","2002-2004","Male",5
"Other","35-39 years","2002-2004","Female",3
"Other","35-39 years","2002-2004","Male and female",8
"Other","35-39 years","2002-2004","Male",7
"Other","35-39 years","2002-2004","Female",1
"Other","35-39 years","2002-2004","Male and female",9
"Other","35-39 years","2002-2004","Male",6
"Other","35-39 years","2002-2004","Female",3
"Other","35-39 years","2005-2007","Male and female",10
"Other","35-39 years","2005-2007","Male",7
"Other","35-39 years","2005-2007","Female",3
"Other","35-39 years","2005-2007","Male and female",9
"Other","35-39 years","2005-2007","Male",6
"Other","35-39 years","2005-2007","Female",3
"Other","35-39 years","2005-2007","Male and female",5
"Other","35-39 years","2005-2007","Male",4
"Other","35-39 years","2005-2007","Female",1
"Other","35-39 years","2008-2010","Male and female",16
"Other","35-39 years","2008-2010","Male",9
"Other","35-39 years","2008-2010","Female",7
"Other","35-39 years","2008-2010","Male and female",13
"Other","35-39 years","2008-2010","Male",5
"Other","35-39 years","2008-2010","Female",8
"Other","35-39 years","2008-2010","Male and female",19
"Other","35-39 years","2008-2010","Male",9
"Other","35-39 years","2008-2010","Female",10
"Other","35-39 years","2011-2013","Male and female",10
"Other","35-39 years","2011-2013","Male",4
"Other","35-39 years","2011-2013","Female",6
"Other","35-39 years","2011-2013","Male and female",9
"Other","35-39 years","2011-2013","Male",4
"Other","35-39 years","2011-2013","Female",5
"Other","35-39 years","2011-2013","Male and female",7
"Other","35-39 years","2011-2013","Male",5
"Other","35-39 years","2011-2013","Female",2
"Other","35-39 years","2014-2016","Male and female",12
"Other","35-39 years","2014-2016","Male",7
"Other","35-39 years","2014-2016","Female",5
"Other","35-39 years","2014-2016","Male and female",17
"Other","35-39 years","2014-2016","Male",9
"Other","35-39 years","2014-2016","Female",8
"Other","35-39 years","2014-2016","Male and female",10
"Other","35-39 years","2014-2016","Male",6
"Other","35-39 years","2014-2016","Female",4
"Other","35-39 years","2017-2019","Male and female",11
"Other","35-39 years","2017-2019","Male",5
"Other","35-39 years","2017-2019","Female",6
"Other","35-39 years","2017-2019","Male and female",11
"Other","35-39 years","2017-2019","Male",7
"Other","35-39 years","2017-2019","Female",4
"Other","35-39 years","2017-2019","Male and female",17
"Other","35-39 years","2017-2019","Male",12
"Other","35-39 years","2017-2019","Female",5
"Other","40-44 years","1975-2019","Male and female",336
"Other","40-44 years","1975-2019","Male",190
"Other","40-44 years","1975-2019","Female",146
"Other","40-44 years","1975-1977","Male and female",1
"Other","40-44 years","1975-1977","Male",0
"Other","40-44 years","1975-1977","Female",1
"Other","40-44 years","1975-1977","Male and female",3
"Other","40-44 years","1975-1977","Male",2
"Other","40-44 years","1975-1977","Female",1
"Other","40-44 years","1975-1977","Male and female",2
"Other","40-44 years","1975-1977","Male",0
"Other","40-44 years","1975-1977","Female",2
"Other","40-44 years","1978-1980","Male and female",2
"Other","40-44 years","1978-1980","Male",2
"Other","40-44 years","1978-1980","Female",0
"Other","40-44 years","1978-1980","Male and female",1
"Other","40-44 years","1978-1980","Male",0
"Other","40-44 years","1978-1980","Female",1
"Other","40-44 years","1978-1980","Male and female",3
"Other","40-44 years","1978-1980","Male",2
"Other","40-44 years","1978-1980","Female",1
"Other","40-44 years","1981-1983","Male and female",3
"Other","40-44 years","1981-1983","Male",2
"Other","40-44 years","1981-1983","Female",1
"Other","40-44 years","1981-1983","Male and female",5
"Other","40-44 years","1981-1983","Male",5
"Other","40-44 years","1981-1983","Female",0
"Other","40-44 years","1981-1983","Male and female",3
"Other","40-44 years","1981-1983","Male",3
"Other","40-44 years","1981-1983","Female",0
"Other","40-44 years","1984-1986","Male and female",1
"Other","40-44 years","1984-1986","Male",0
"Other","40-44 years","1984-1986","Female",1
"Other","40-44 years","1984-1986","Male and female",3
"Other","40-44 years","1984-1986","Male",3
"Other","40-44 years","1984-1986","Female",0
"Other","40-44 years","1984-1986","Male and female",5
"Other","40-44 years","1984-1986","Male",4
"Other","40-44 years","1984-1986","Female",1
"Other","40-44 years","1987-1989","Male and female",2
"Other","40-44 years","1987-1989","Male",2
"Other","40-44 years","1987-1989","Female",0
"Other","40-44 years","1987-1989","Male and female",3
"Other","40-44 years","1987-1989","Male",1
"Other","40-44 years","1987-1989","Female",2
"Other","40-44 years","1987-1989","Male and female",8
"Other","40-44 years","1987-1989","Male",4
"Other","40-44 years","1987-1989","Female",4
"Other","40-44 years","1990-1992","Male and female",8
"Other","40-44 years","1990-1992","Male",4
"Other","40-44 years","1990-1992","Female",4
"Other","40-44 years","1990-1992","Male and female",10
"Other","40-44 years","1990-1992","Male",7
"Other","40-44 years","1990-1992","Female",3
"Other","40-44 years","1990-1992","Male and female",5
"Other","40-44 years","1990-1992","Male",2
"Other","40-44 years","1990-1992","Female",3
"Other","40-44 years","1993-1995","Male and female",8
"Other","40-44 years","1993-1995","Male",3
"Other","40-44 years","1993-1995","Female",5
"Other","40-44 years","1993-1995","Male and female",11
"Other","40-44 years","1993-1995","Male",8
"Other","40-44 years","1993-1995","Female",3
"Other","40-44 years","1993-1995","Male and female",9
"Other","40-44 years","1993-1995","Male",6
"Other","40-44 years","1993-1995","Female",3
"Other","40-44 years","1996-1998","Male and female",2
"Other","40-44 years","1996-1998","Male",0
"Other","40-44 years","1996-1998","Female",2
"Other","40-44 years","1996-1998","Male and female",6
"Other","40-44 years","1996-1998","Male",3
"Other","40-44 years","1996-1998","Female",3
"Other","40-44 years","1996-1998","Male and female",5
"Other","40-44 years","1996-1998","Male",4
"Other","40-44 years","1996-1998","Female",1
"Other","40-44 years","1999-2001","Male and female",9
"Other","40-44 years","1999-2001","Male",6
"Other","40-44 years","1999-2001","Female",3
"Other","40-44 years","1999-2001","Male and female",6
"Other","40-44 years","1999-2001","Male",4
"Other","40-44 years","1999-2001","Female",2
"Other","40-44 years","1999-2001","Male and female",7
"Other","40-44 years","1999-2001","Male",5
"Other","40-44 years","1999-2001","Female",2
"Other","40-44 years","2002-2004","Male and female",7
"Other","40-44 years","2002-2004","Male",2
"Other","40-44 years","2002-2004","Female",5
"Other","40-44 years","2002-2004","Male and female",14
"Other","40-44 years","2002-2004","Male",4
"Other","40-44 years","2002-2004","Female",10
"Other","40-44 years","2002-2004","Male and female",7
"Other","40-44 years","2002-2004","Male",5
"Other","40-44 years","2002-2004","Female",2
"Other","40-44 years","2005-2007","Male and female",14
"Other","40-44 years","2005-2007","Male",7
"Other","40-44 years","2005-2007","Female",7
"Other","40-44 years","2005-2007","Male and female",8
"Other","40-44 years","2005-2007","Male",7
"Other","40-44 years","2005-2007","Female",1
"Other","40-44 years","2005-2007","Male and female",6
"Other","40-44 years","2005-2007","Male",3
"Other","40-44 years","2005-2007","Female",3
"Other","40-44 years","2008-2010","Male and female",11
"Other","40-44 years","2008-2010","Male",5
"Other","40-44 years","2008-2010","Female",6
"Other","40-44 years","2008-2010","Male and female",14
"Other","40-44 years","2008-2010","Male",9
"Other","40-44 years","2008-2010","Female",5
"Other","40-44 years","2008-2010","Male and female",11
"Other","40-44 years","2008-2010","Male",4
"Other","40-44 years","2008-2010","Female",7
"Other","40-44 years","2011-2013","Male and female",17
"Other","40-44 years","2011-2013","Male",9
"Other","40-44 years","2011-2013","Female",8
"Other","40-44 years","2011-2013","Male and female",16
"Other","40-44 years","2011-2013","Male",7
"Other","40-44 years","2011-2013","Female",9
"Other","40-44 years","2011-2013","Male and female",11
"Other","40-44 years","2011-2013","Male",9
"Other","40-44 years","2011-2013","Female",2
"Other","40-44 years","2014-2016","Male and female",13
"Other","40-44 years","2014-2016","Male",9
"Other","40-44 years","2014-2016","Female",4
"Other","40-44 years","2014-2016","Male and female",13
"Other","40-44 years","2014-2016","Male",2
"Other","40-44 years","2014-2016","Female",11
"Other","40-44 years","2014-2016","Male and female",10
"Other","40-44 years","2014-2016","Male",6
"Other","40-44 years","2014-2016","Female",4
"Other","40-44 years","2017-2019","Male and female",9
"Other","40-44 years","2017-2019","Male",3
"Other","40-44 years","2017-2019","Female",6
"Other","40-44 years","2017-2019","Male and female",4
"Other","40-44 years","2017-2019","Male",1
"Other","40-44 years","2017-2019","Female",3
"Other","40-44 years","2017-2019","Male and female",20
"Other","40-44 years","2017-2019","Male",16
"Other","40-44 years","2017-2019","Female",4
"Other","45-49 years","1975-2019","Male and female",424
"Other","45-49 years","1975-2019","Male",225
"Other","45-49 years","1975-2019","Female",199
"Other","45-49 years","1975-1977","Male and female",0
"Other","45-49 years","1975-1977","Male",0
"Other","45-49 years","1975-1977","Female",0
"Other","45-49 years","1975-1977","Male and female",5
"Other","45-49 years","1975-1977","Male",3
"Other","45-49 years","1975-1977","Female",2
"Other","45-49 years","1975-1977","Male and female",4
"Other","45-49 years","1975-1977","Male",1
"Other","45-49 years","1975-1977","Female",3
"Other","45-49 years","1978-1980","Male and female",2
"Other","45-49 years","1978-1980","Male",2
"Other","45-49 years","1978-1980","Female",0
"Other","45-49 years","1978-1980","Male and female",5
"Other","45-49 years","1978-1980","Male",3
"Other","45-49 years","1978-1980","Female",2
"Other","45-49 years","1978-1980","Male and female",4
"Other","45-49 years","1978-1980","Male",2
"Other","45-49 years","1978-1980","Female",2
"Other","45-49 years","1981-1983","Male and female",4
"Other","45-49 years","1981-1983","Male",2
"Other","45-49 years","1981-1983","Female",2
"Other","45-49 years","1981-1983","Male and female",3
"Other","45-49 years","1981-1983","Male",1
"Other","45-49 years","1981-1983","Female",2
"Other","45-49 years","1981-1983","Male and female",5
"Other","45-49 years","1981-1983","Male",1
"Other","45-49 years","1981-1983","Female",4
"Other","45-49 years","1984-1986","Male and female",4
"Other","45-49 years","1984-1986","Male",3
"Other","45-49 years","1984-1986","Female",1
"Other","45-49 years","1984-1986","Male and female",6
"Other","45-49 years","1984-1986","Male",1
"Other","45-49 years","1984-1986","Female",5
"Other","45-49 years","1984-1986","Male and female",5
"Other","45-49 years","1984-1986","Male",5
"Other","45-49 years","1984-1986","Female",0
"Other","45-49 years","1987-1989","Male and female",3
"Other","45-49 years","1987-1989","Male",1
"Other","45-49 years","1987-1989","Female",2
"Other","45-49 years","1987-1989","Male and female",9
"Other","45-49 years","1987-1989","Male",3
"Other","45-49 years","1987-1989","Female",6
"Other","45-49 years","1987-1989","Male and female",6
"Other","45-49 years","1987-1989","Male",4
"Other","45-49 years","1987-1989","Female",2
"Other","45-49 years","1990-1992","Male and female",3
"Other","45-49 years","1990-1992","Male",2
"Other","45-49 years","1990-1992","Female",1
"Other","45-49 years","1990-1992","Male and female",6
"Other","45-49 years","1990-1992","Male",5
"Other","45-49 years","1990-1992","Female",1
"Other","45-49 years","1990-1992","Male and female",9
"Other","45-49 years","1990-1992","Male",3
"Other","45-49 years","1990-1992","Female",6
"Other","45-49 years","1993-1995","Male and female",5
"Other","45-49 years","1993-1995","Male",2
