Race,Age.Group,Year.of.Death,Sex,State,Count
Black,80-84 years,1999-2001,Female,Georgia,21
Black,80-84 years,1999-2001,Female,Illinois,10
Black,80-84 years,1999-2001,Female,Iowa, 
Black,80-84 years,1999-2001,Female,Kentucky, 
Black,80-84 years,1999-2001,Female,Louisiana, 
Black,80-84 years,1999-2001,Female,Massachusetts, 
Black,80-84 years,1999-2001,Female,New Jersey, 
Black,80-84 years,1999-2001,Female,New Mexico, 
Black,80-84 years,1999-2001,Female,New York,21
Black,80-84 years,1999-2001,Female,Texas,20
Black,80-84 years,1999-2001,Female,Utah, 
Black,80-84 years,1999-2001,Female,Washington, 
Black,80-84 years,2002-2004,Male and female,Arizona, 
Black,80-84 years,2002-2004,Male and female,California,36
Black,80-84 years,2002-2004,Male and female,Connecticut, 
Black,80-84 years,2002-2004,Male and female,Georgia,34
Black,80-84 years,2002-2004,Male and female,Illinois,29
Black,80-84 years,2002-2004,Male and female,Iowa, 
Black,80-84 years,2002-2004,Male and female,Kentucky, 
Black,80-84 years,2002-2004,Male and female,Louisiana,17
Black,80-84 years,2002-2004,Male and female,Massachusetts,10
Black,80-84 years,2002-2004,Male and female,New Jersey,17
Black,80-84 years,2002-2004,Male and female,New Mexico, 
Black,80-84 years,2002-2004,Male and female,New York,40
Black,80-84 years,2002-2004,Male and female,Texas,37
Black,80-84 years,2002-2004,Male and female,Utah, 
Black,80-84 years,2002-2004,Male and female,Washington, 
Black,80-84 years,2002-2004,Male,Arizona, 
Black,80-84 years,2002-2004,Male,California,13
Black,80-84 years,2002-2004,Male,Connecticut, 
Black,80-84 years,2002-2004,Male,Georgia,13
Black,80-84 years,2002-2004,Male,Illinois,14
Black,80-84 years,2002-2004,Male,Iowa, 
Black,80-84 years,2002-2004,Male,Kentucky, 
Black,80-84 years,2002-2004,Male,Louisiana,13
Black,80-84 years,2002-2004,Male,Massachusetts, 
Black,80-84 years,2002-2004,Male,New Jersey, 
Black,80-84 years,2002-2004,Male,New Mexico, 
Black,80-84 years,2002-2004,Male,New York,12
Black,80-84 years,2002-2004,Male,Texas,20
Black,80-84 years,2002-2004,Male,Utah, 
Black,80-84 years,2002-2004,Male,Washington, 
Black,80-84 years,2002-2004,Female,Arizona, 
Black,80-84 years,2002-2004,Female,California,23
Black,80-84 years,2002-2004,Female,Connecticut, 
Black,80-84 years,2002-2004,Female,Georgia,21
Black,80-84 years,2002-2004,Female,Illinois,15
Black,80-84 years,2002-2004,Female,Iowa, 
Black,80-84 years,2002-2004,Female,Kentucky, 
Black,80-84 years,2002-2004,Female,Louisiana, 
Black,80-84 years,2002-2004,Female,Massachusetts, 
Black,80-84 years,2002-2004,Female,New Jersey,12
Black,80-84 years,2002-2004,Female,New Mexico, 
Black,80-84 years,2002-2004,Female,New York,28
Black,80-84 years,2002-2004,Female,Texas,17
Black,80-84 years,2002-2004,Female,Utah, 
Black,80-84 years,2002-2004,Female,Washington, 
Black,80-84 years,2005-2007,Male and female,Arizona, 
Black,80-84 years,2005-2007,Male and female,California,37
Black,80-84 years,2005-2007,Male and female,Connecticut, 
Black,80-84 years,2005-2007,Male and female,Georgia,28
Black,80-84 years,2005-2007,Male and female,Illinois,30
Black,80-84 years,2005-2007,Male and female,Iowa, 
Black,80-84 years,2005-2007,Male and female,Kentucky, 
Black,80-84 years,2005-2007,Male and female,Louisiana,16
Black,80-84 years,2005-2007,Male and female,Massachusetts, 
Black,80-84 years,2005-2007,Male and female,New Jersey,17
Black,80-84 years,2005-2007,Male and female,New Mexico, 
Black,80-84 years,2005-2007,Male and female,New York,30
Black,80-84 years,2005-2007,Male and female,Texas,27
Black,80-84 years,2005-2007,Male and female,Utah, 
Black,80-84 years,2005-2007,Male and female,Washington, 
Black,80-84 years,2005-2007,Male,Arizona, 
Black,80-84 years,2005-2007,Male,California,23
Black,80-84 years,2005-2007,Male,Connecticut, 
Black,80-84 years,2005-2007,Male,Georgia,13
Black,80-84 years,2005-2007,Male,Illinois,10
Black,80-84 years,2005-2007,Male,Iowa, 
Black,80-84 years,2005-2007,Male,Kentucky, 
Black,80-84 years,2005-2007,Male,Louisiana, 
Black,80-84 years,2005-2007,Male,Massachusetts, 
Black,80-84 years,2005-2007,Male,New Jersey, 
Black,80-84 years,2005-2007,Male,New Mexico, 
Black,80-84 years,2005-2007,Male,New York,15
Black,80-84 years,2005-2007,Male,Texas,13
Black,80-84 years,2005-2007,Male,Utah, 
Black,80-84 years,2005-2007,Male,Washington, 
Black,80-84 years,2005-2007,Female,Arizona, 
Black,80-84 years,2005-2007,Female,California,14
Black,80-84 years,2005-2007,Female,Connecticut, 
Black,80-84 years,2005-2007,Female,Georgia,15
Black,80-84 years,2005-2007,Female,Illinois,20
Black,80-84 years,2005-2007,Female,Iowa, 
Black,80-84 years,2005-2007,Female,Kentucky, 
Black,80-84 years,2005-2007,Female,Louisiana, 
Black,80-84 years,2005-2007,Female,Massachusetts, 
Black,80-84 years,2005-2007,Female,New Jersey,11
Black,80-84 years,2005-2007,Female,New Mexico, 
Black,80-84 years,2005-2007,Female,New York,15
Black,80-84 years,2005-2007,Female,Texas,14
Black,80-84 years,2005-2007,Female,Utah, 
Black,80-84 years,2005-2007,Female,Washington, 
Black,80-84 years,2008-2010,Male and female,Arizona, 
Black,80-84 years,2008-2010,Male and female,California,38
Black,80-84 years,2008-2010,Male and female,Connecticut, 
Black,80-84 years,2008-2010,Male and female,Georgia,39
Black,80-84 years,2008-2010,Male and female,Illinois,44
Black,80-84 years,2008-2010,Male and female,Iowa, 
Black,80-84 years,2008-2010,Male and female,Kentucky, 
Black,80-84 years,2008-2010,Male and female,Louisiana,26
Black,80-84 years,2008-2010,Male and female,Massachusetts, 
Black,80-84 years,2008-2010,Male and female,New Jersey,12
Black,80-84 years,2008-2010,Male and female,New Mexico, 
Black,80-84 years,2008-2010,Male and female,New York,37
Black,80-84 years,2008-2010,Male and female,Texas,42
Black,80-84 years,2008-2010,Male and female,Utah, 
Black,80-84 years,2008-2010,Male and female,Washington, 
Black,80-84 years,2008-2010,Male,Arizona, 
Black,80-84 years,2008-2010,Male,California,23
Black,80-84 years,2008-2010,Male,Connecticut, 
Black,80-84 years,2008-2010,Male,Georgia,15
Black,80-84 years,2008-2010,Male,Illinois,21
Black,80-84 years,2008-2010,Male,Iowa, 
Black,80-84 years,2008-2010,Male,Kentucky, 
Black,80-84 years,2008-2010,Male,Louisiana,15
Black,80-84 years,2008-2010,Male,Massachusetts, 
Black,80-84 years,2008-2010,Male,New Jersey, 
Black,80-84 years,2008-2010,Male,New Mexico, 
Black,80-84 years,2008-2010,Male,New York,18
Black,80-84 years,2008-2010,Male,Texas,23
Black,80-84 years,2008-2010,Male,Utah, 
Black,80-84 years,2008-2010,Male,Washington, 
Black,80-84 years,2008-2010,Female,Arizona, 
Black,80-84 years,2008-2010,Female,California,15
Black,80-84 years,2008-2010,Female,Connecticut, 
Black,80-84 years,2008-2010,Female,Georgia,24
Black,80-84 years,2008-2010,Female,Illinois,23
Black,80-84 years,2008-2010,Female,Iowa, 
Black,80-84 years,2008-2010,Female,Kentucky, 
Black,80-84 years,2008-2010,Female,Louisiana,11
Black,80-84 years,2008-2010,Female,Massachusetts, 
Black,80-84 years,2008-2010,Female,New Jersey, 
Black,80-84 years,2008-2010,Female,New Mexico, 
Black,80-84 years,2008-2010,Female,New York,19
Black,80-84 years,2008-2010,Female,Texas,19
Black,80-84 years,2008-2010,Female,Utah, 
Black,80-84 years,2008-2010,Female,Washington, 
Black,80-84 years,2011-2015,Male and female,Arizona, 
Black,80-84 years,2011-2015,Male and female,California,73
Black,80-84 years,2011-2015,Male and female,Connecticut, 
Black,80-84 years,2011-2015,Male and female,Georgia,56
Black,80-84 years,2011-2015,Male and female,Illinois,52
Black,80-84 years,2011-2015,Male and female,Iowa, 
Black,80-84 years,2011-2015,Male and female,Kentucky,10
Black,80-84 years,2011-2015,Male and female,Louisiana,38
Black,80-84 years,2011-2015,Male and female,Massachusetts,11
Black,80-84 years,2011-2015,Male and female,New Jersey,38
Black,80-84 years,2011-2015,Male and female,New Mexico, 
Black,80-84 years,2011-2015,Male and female,New York,71
Black,80-84 years,2011-2015,Male and female,Texas,74
Black,80-84 years,2011-2015,Male and female,Utah, 
Black,80-84 years,2011-2015,Male and female,Washington, 
Black,80-84 years,2011-2015,Male,Arizona, 
Black,80-84 years,2011-2015,Male,California,34
Black,80-84 years,2011-2015,Male,Connecticut, 
Black,80-84 years,2011-2015,Male,Georgia,28
Black,80-84 years,2011-2015,Male,Illinois,28
Black,80-84 years,2011-2015,Male,Iowa, 
Black,80-84 years,2011-2015,Male,Kentucky, 
Black,80-84 years,2011-2015,Male,Louisiana,19
Black,80-84 years,2011-2015,Male,Massachusetts, 
Black,80-84 years,2011-2015,Male,New Jersey,14
Black,80-84 years,2011-2015,Male,New Mexico, 
Black,80-84 years,2011-2015,Male,New York,36
Black,80-84 years,2011-2015,Male,Texas,40
Black,80-84 years,2011-2015,Male,Utah, 
Black,80-84 years,2011-2015,Male,Washington, 
Black,80-84 years,2011-2015,Female,Arizona, 
Black,80-84 years,2011-2015,Female,California,39
Black,80-84 years,2011-2015,Female,Connecticut, 
Black,80-84 years,2011-2015,Female,Georgia,28
Black,80-84 years,2011-2015,Female,Illinois,24
Black,80-84 years,2011-2015,Female,Iowa, 
Black,80-84 years,2011-2015,Female,Kentucky, 
Black,80-84 years,2011-2015,Female,Louisiana,19
Black,80-84 years,2011-2015,Female,Massachusetts, 
Black,80-84 years,2011-2015,Female,New Jersey,24
Black,80-84 years,2011-2015,Female,New Mexico, 
Black,80-84 years,2011-2015,Female,New York,35
Black,80-84 years,2011-2015,Female,Texas,34
Black,80-84 years,2011-2015,Female,Utah, 
Black,80-84 years,2011-2015,Female,Washington, 
Black,80-84 years,2016-2020,Male and female,Arizona, 
Black,80-84 years,2016-2020,Male and female,California,64
Black,80-84 years,2016-2020,Male and female,Connecticut,12
Black,80-84 years,2016-2020,Male and female,Georgia,73
Black,80-84 years,2016-2020,Male and female,Illinois,58
Black,80-84 years,2016-2020,Male and female,Iowa, 
Black,80-84 years,2016-2020,Male and female,Kentucky, 
Black,80-84 years,2016-2020,Male and female,Louisiana,50
Black,80-84 years,2016-2020,Male and female,Massachusetts, 
Black,80-84 years,2016-2020,Male and female,New Jersey,43
Black,80-84 years,2016-2020,Male and female,New Mexico, 
Black,80-84 years,2016-2020,Male and female,New York,68
Black,80-84 years,2016-2020,Male and female,Texas,74
Black,80-84 years,2016-2020,Male and female,Utah, 
Black,80-84 years,2016-2020,Male and female,Washington,10
Black,80-84 years,2016-2020,Male,Arizona, 
Black,80-84 years,2016-2020,Male,California,30
Black,80-84 years,2016-2020,Male,Connecticut, 
Black,80-84 years,2016-2020,Male,Georgia,29
Black,80-84 years,2016-2020,Male,Illinois,29
Black,80-84 years,2016-2020,Male,Iowa, 
Black,80-84 years,2016-2020,Male,Kentucky, 
Black,80-84 years,2016-2020,Male,Louisiana,21
Black,80-84 years,2016-2020,Male,Massachusetts, 
Black,80-84 years,2016-2020,Male,New Jersey,20
Black,80-84 years,2016-2020,Male,New Mexico, 
Black,80-84 years,2016-2020,Male,New York,34
Black,80-84 years,2016-2020,Male,Texas,35
Black,80-84 years,2016-2020,Male,Utah, 
Black,80-84 years,2016-2020,Male,Washington, 
Black,80-84 years,2016-2020,Female,Arizona, 
Black,80-84 years,2016-2020,Female,California,34
Black,80-84 years,2016-2020,Female,Connecticut, 
Black,80-84 years,2016-2020,Female,Georgia,44
Black,80-84 years,2016-2020,Female,Illinois,29
Black,80-84 years,2016-2020,Female,Iowa, 
Black,80-84 years,2016-2020,Female,Kentucky, 
Black,80-84 years,2016-2020,Female,Louisiana,29
Black,80-84 years,2016-2020,Female,Massachusetts, 
Black,80-84 years,2016-2020,Female,New Jersey,23
Black,80-84 years,2016-2020,Female,New Mexico, 
Black,80-84 years,2016-2020,Female,New York,34
Black,80-84 years,2016-2020,Female,Texas,39
Black,80-84 years,2016-2020,Female,Utah, 
Black,80-84 years,2016-2020,Female,Washington, 
Black,85+ years,1969-2019,Male and female,Arizona,29
Black,85+ years,1969-2019,Male and female,California,558
Black,85+ years,1969-2019,Male and female,Connecticut,59
Black,85+ years,1969-2019,Male and female,Georgia,485
Black,85+ years,1969-2019,Male and female,Illinois,438
Black,85+ years,1969-2019,Male and female,Iowa,11
Black,85+ years,1969-2019,Male and female,Kentucky,81
Black,85+ years,1969-2019,Male and female,Louisiana,366
Black,85+ years,1969-2019,Male and female,Massachusetts,66
Black,85+ years,1969-2019,Male and female,New Jersey,234
Black,85+ years,1969-2019,Male and female,New Mexico, 
Black,85+ years,1969-2019,Male and female,New York,504
Black,85+ years,1969-2019,Male and female,Texas,543
Black,85+ years,1969-2019,Male and female,Utah, 
Black,85+ years,1969-2019,Male and female,Washington,34
Black,85+ years,1969-2019,Male,Arizona,14
Black,85+ years,1969-2019,Male,California,250
Black,85+ years,1969-2019,Male,Connecticut,23
Black,85+ years,1969-2019,Male,Georgia,176
Black,85+ years,1969-2019,Male,Illinois,166
Black,85+ years,1969-2019,Male,Iowa, 
Black,85+ years,1969-2019,Male,Kentucky,41
Black,85+ years,1969-2019,Male,Louisiana,168
Black,85+ years,1969-2019,Male,Massachusetts,32
Black,85+ years,1969-2019,Male,New Jersey,84
Black,85+ years,1969-2019,Male,New Mexico, 
Black,85+ years,1969-2019,Male,New York,196
Black,85+ years,1969-2019,Male,Texas,223
Black,85+ years,1969-2019,Male,Utah, 
Black,85+ years,1969-2019,Male,Washington,21
Black,85+ years,1969-2019,Female,Arizona,15
Black,85+ years,1969-2019,Female,California,308
Black,85+ years,1969-2019,Female,Connecticut,36
Black,85+ years,1969-2019,Female,Georgia,309
Black,85+ years,1969-2019,Female,Illinois,272
Black,85+ years,1969-2019,Female,Iowa, 
Black,85+ years,1969-2019,Female,Kentucky,40
Black,85+ years,1969-2019,Female,Louisiana,198
Black,85+ years,1969-2019,Female,Massachusetts,34
Black,85+ years,1969-2019,Female,New Jersey,150
Black,85+ years,1969-2019,Female,New Mexico, 
Black,85+ years,1969-2019,Female,New York,308
Black,85+ years,1969-2019,Female,Texas,320
Black,85+ years,1969-2019,Female,Utah, 
Black,85+ years,1969-2019,Female,Washington,13
Black,85+ years,1969-1971,Male and female,Arizona, 
Black,85+ years,1969-1971,Male and female,California, 
Black,85+ years,1969-1971,Male and female,Connecticut, 
Black,85+ years,1969-1971,Male and female,Georgia, 
Black,85+ years,1969-1971,Male and female,Illinois, 
Black,85+ years,1969-1971,Male and female,Iowa, 
Black,85+ years,1969-1971,Male and female,Kentucky, 
Black,85+ years,1969-1971,Male and female,Louisiana, 
Black,85+ years,1969-1971,Male and female,Massachusetts, 
Black,85+ years,1969-1971,Male and female,New Jersey, 
Black,85+ years,1969-1971,Male and female,New Mexico, 
Black,85+ years,1969-1971,Male and female,New York, 
Black,85+ years,1969-1971,Male and female,Texas, 
Black,85+ years,1969-1971,Male and female,Utah, 
Black,85+ years,1969-1971,Male and female,Washington, 
Black,85+ years,1969-1971,Male,Arizona, 
Black,85+ years,1969-1971,Male,California, 
Black,85+ years,1969-1971,Male,Connecticut, 
Black,85+ years,1969-1971,Male,Georgia, 
Black,85+ years,1969-1971,Male,Illinois, 
Black,85+ years,1969-1971,Male,Iowa, 
Black,85+ years,1969-1971,Male,Kentucky, 
Black,85+ years,1969-1971,Male,Louisiana, 
Black,85+ years,1969-1971,Male,Massachusetts, 
Black,85+ years,1969-1971,Male,New Jersey, 
Black,85+ years,1969-1971,Male,New Mexico, 
Black,85+ years,1969-1971,Male,New York, 
Black,85+ years,1969-1971,Male,Texas, 
Black,85+ years,1969-1971,Male,Utah, 
Black,85+ years,1969-1971,Male,Washington, 
Black,85+ years,1969-1971,Female,Arizona, 
Black,85+ years,1969-1971,Female,California, 
Black,85+ years,1969-1971,Female,Connecticut, 
Black,85+ years,1969-1971,Female,Georgia, 
Black,85+ years,1969-1971,Female,Illinois, 
Black,85+ years,1969-1971,Female,Iowa, 
Black,85+ years,1969-1971,Female,Kentucky, 
Black,85+ years,1969-1971,Female,Louisiana, 
Black,85+ years,1969-1971,Female,Massachusetts, 
Black,85+ years,1969-1971,Female,New Jersey, 
Black,85+ years,1969-1971,Female,New Mexico, 
Black,85+ years,1969-1971,Female,New York, 
Black,85+ years,1969-1971,Female,Texas, 
Black,85+ years,1969-1971,Female,Utah, 
Black,85+ years,1969-1971,Female,Washington, 
Black,85+ years,1972-1974,Male and female,Arizona, 
Black,85+ years,1972-1974,Male and female,California, 
Black,85+ years,1972-1974,Male and female,Connecticut, 
Black,85+ years,1972-1974,Male and female,Georgia, 
Black,85+ years,1972-1974,Male and female,Illinois, 
Black,85+ years,1972-1974,Male and female,Iowa, 
Black,85+ years,1972-1974,Male and female,Kentucky, 
Black,85+ years,1972-1974,Male and female,Louisiana, 
Black,85+ years,1972-1974,Male and female,Massachusetts, 
Black,85+ years,1972-1974,Male and female,New Jersey, 
Black,85+ years,1972-1974,Male and female,New Mexico, 
Black,85+ years,1972-1974,Male and female,New York, 
Black,85+ years,1972-1974,Male and female,Texas,10
Black,85+ years,1972-1974,Male and female,Utah, 
Black,85+ years,1972-1974,Male and female,Washington, 
Black,85+ years,1972-1974,Male,Arizona, 
Black,85+ years,1972-1974,Male,California, 
Black,85+ years,1972-1974,Male,Connecticut, 
Black,85+ years,1972-1974,Male,Georgia, 
Black,85+ years,1972-1974,Male,Illinois, 
Black,85+ years,1972-1974,Male,Iowa, 
Black,85+ years,1972-1974,Male,Kentucky, 
Black,85+ years,1972-1974,Male,Louisiana, 
Black,85+ years,1972-1974,Male,Massachusetts, 
Black,85+ years,1972-1974,Male,New Jersey, 
Black,85+ years,1972-1974,Male,New Mexico, 
Black,85+ years,1972-1974,Male,New York, 
Black,85+ years,1972-1974,Male,Texas, 
Black,85+ years,1972-1974,Male,Utah, 
Black,85+ years,1972-1974,Male,Washington, 
Black,85+ years,1972-1974,Female,Arizona, 
Black,85+ years,1972-1974,Female,California, 
Black,85+ years,1972-1974,Female,Connecticut, 
